dist_name,reg_name,indicator,value,basis
Kilolo,Iringa,vehicleAccidents,3,"Major highway corridors (TANZAM/A104, A7 Dar-Mwanza) + urban traffic (police road-accident data)"
Kigamboni,Dar es Salaam,hazardousMaterial,5,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Nyamagana,Mwanza,hazardousMaterial,4,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Temeke,Dar es Salaam,hazardousMaterial,6,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Ubungo,Dar es Salaam,hazardousMaterial,4,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Ilemela,Mwanza,hazardousMaterial,4,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Ilala,Dar es Salaam,hazardousMaterial,4,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Kinondoni,Dar es Salaam,hazardousMaterial,4,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Geita,Geita,hazardousMaterial,5,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Mbogwe,Geita,hazardousMaterial,4,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Chato,Geita,hazardousMaterial,4,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Kahama,Shinyanga,hazardousMaterial,5,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Tarime,Mara,hazardousMaterial,4,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Mtwara,Mtwara,hazardousMaterial,5,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Mbeya,Mbeya,hazardousMaterial,4,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Chunya,Mbeya,hazardousMaterial,5,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Mpanda,Katavi,hazardousMaterial,4,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Kilwa,Lindi,hazardousMaterial,4,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
Lindi,Lindi,hazardousMaterial,4,"Industrial (Dar), gold/mercury mining (Geita/Kahama/Mara), gas & petroleum (Mtwara/Lindi, Dar port/pipeline)"
